Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7563838,MDG_0000000001,COUNTRY,EST,EUR,YEAR,Europe,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.6 [2.4-2.8],2.621197484,2.422411742,2.832082463,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7564022,MDG_0000000001,COUNTRY,NIU,WPR,YEAR,Western Pacific,SEX,1986,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.0 [15.8-23.0],19.035248073,15.769304027,23.026542369,,2025-04-15T15:49:27.583+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
7564570,MDG_0000000001,COUNTRY,ISL,EUR,YEAR,Europe,SEX,1952,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.1 [20.7-23.6],22.125171353,20.72254231,23.58055278,,2025-04-15T15:49:27.583+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
7564676,MDG_0000000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,1964,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,58.4 [57.2-59.5],58.355466724,57.20006062,59.51368369,,2025-04-15T15:49:27.583+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
7564751,MDG_0000000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.7 [15.0-37.5],23.715367533,14.975816687,37.45467678,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7565167,MDG_0000000001,COUNTRY,GUY,AMR,YEAR,Americas,SEX,1971,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,67.4 [57.9-78.1],67.448947253,57.933574719,78.103773761,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
7565244,MDG_0000000001,COUNTRY,ISL,EUR,YEAR,Europe,SEX,1960,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.3 [16.3-18.3],17.291014592,16.34345963,18.312349102,,2025-04-15T15:49:27.583+02:00,1960,1960-01-01T00:00:00+01:00,1960-12-31T00:00:00+01:00
7565344,MDG_0000000001,COUNTRY,NOR,EUR,YEAR,Europe,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.7 [1.6-1.9],1.741677167,1.623818649,1.868645755,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7565393,MDG_0000000001,COUNTRY,CPV,AFR,YEAR,Africa,SEX,1954,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,123.0 [102.0-149.0],123.037496874,102.023800435,149.01234674,,2025-04-15T15:49:27.583+02:00,1954,1954-01-01T00:00:00+01:00,1954-12-31T00:00:00+01:00
7565446,MDG_0000000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.6 [1.3-1.9],1.582431111,1.31132526,1.905630641,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7565526,MDG_0000000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2004,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.4 [12.5-14.4],13.402775258,12.49367284,14.395010316,,2025-04-15T15:49:27.583+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7565610,MDG_0000000001,COUNTRY,HRV,EUR,YEAR,Europe,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.5 [4.2-4.7],4.465815302,4.232565258,4.720555707,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7565704,MDG_0000000001,COUNTRY,STP,AFR,YEAR,Africa,SEX,1973,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,50.9 [41.2-63.0],50.892922338,41.217060467,62.966774248,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
7566325,MDG_0000000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,1971,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.9 [18.2-19.6],18.910036231,18.241327916,19.583838627,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
7566396,MDG_0000000001,COUNTRY,UZB,EUR,YEAR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.4 [10.3-12.8],11.40878231,10.286882989,12.765407417,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Uzbekistan are from the vital registration system, with a rate of 4.5, 8.7 and 11.4 deaths per 1,000 live births for both sexes, respectively, in 2022. The most recent official sex-specific estimates from the vital registration system for infant and under-five mortality for males are 9.6 and 12.4 deaths per 1,000 live births and 7.7 and 10.2 deaths per 1,000 live births for females, respectively, in 2022.",2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7566480,MDG_0000000001,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,1966,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,71.7 [56.1-92.1],71.7399625,56.082259341,92.143467941,The UN IGME estimates are not the official statistics of the Democratic People's Republic of Korea.,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
7566940,MDG_0000000001,COUNTRY,FRA,EUR,YEAR,Europe,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.8 [2.7-2.8],2.772206555,2.700827322,2.843936332,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7566958,MDG_0000000001,COUNTRY,TCA,AMR,YEAR,Americas,SEX,1975,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.8 [41.1-58.1],48.832834767,41.142145916,58.075836893,,2025-04-15T15:49:27.583+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
7567250,MDG_0000000001,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.0 [19.7-22.2],20.954493975,19.739474813,22.20424193,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7567491,MDG_0000000001,COUNTRY,IRL,EUR,YEAR,Europe,SEX,1975,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.8 [18.2-19.3],18.750054172,18.239186578,19.264452847,,2025-04-15T15:49:27.583+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
7567541,MDG_0000000001,COUNTRY,SMR,EUR,YEAR,Europe,SEX,2003,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.0 [2.8-5.6],3.981153461,2.801348406,5.637915758,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7568220,MDG_0000000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,1987,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,94.6 [85.6-104.8],94.570628816,85.592456622,104.823896122,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
7568244,MDG_0000000001,UNSDGREGION,UNSDG_EASTERNASIA,,YEAR,,SEX,2007,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.2 [14.4-16.1],15.242780615,14.359547364,16.119869979,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7568288,MDG_0000000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,1967,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,55.8 [46.9-65.7],55.842471883,46.895056496,65.74594892,,2025-04-15T15:49:27.583+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
7568418,MDG_0000000001,COUNTRY,SRB,EUR,YEAR,Europe,SEX,1988,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.9 [28.2-29.6],28.918420502,28.241592126,29.613772716,,2025-04-15T15:49:27.583+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
7568594,MDG_0000000001,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,1973,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,141.2 [123.3-162.1],141.237084808,123.284703849,162.109683795,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
7568625,MDG_0000000001,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2008,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,45.4 [39.6-52.1],45.353176885,39.558154193,52.071467431,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7569122,MDG_0000000001,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2000,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.1 [37.3-45.5],41.12968965,37.336532623,45.457907568,,2025-04-15T15:49:27.583+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7569141,MDG_0000000001,COUNTRY,GIN,AFR,YEAR,Africa,SEX,1983,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,152.4 [141.1-164.4],152.391546135,141.068169853,164.389010722,,2025-04-15T15:49:27.583+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
7569497,MDG_0000000001,COUNTRY,DNK,EUR,YEAR,Europe,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.3-3.6],3.48668763,3.335182332,3.643265162,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7569760,MDG_0000000001,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,1965,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,65.7 [59.8-72.4],65.674405716,59.828268437,72.444590855,,2025-04-15T15:49:27.583+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
7569805,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.2 [33.8-52.4],42.156652153,33.76419462,52.396266693,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7570045,MDG_0000000001,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,1954,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,162.1 [141.7-186.7],162.124801109,141.733426849,186.669438967,,2025-04-15T15:49:27.583+02:00,1954,1954-01-01T00:00:00+01:00,1954-12-31T00:00:00+01:00
7570060,MDG_0000000001,UNICEFREGION,UNICEFREGIONSA,,YEAR,,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.6 [28.6-35.2],31.627591564,28.597571646,35.190228644,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7570849,MDG_0000000001,COUNTRY,SLE,AFR,YEAR,Africa,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,152.4 [136.4-169.4],152.412477715,136.39918882,169.400918717,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7571017,MDG_0000000001,COUNTRY,VEN,AMR,YEAR,Americas,SEX,1960,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.9 [45.5-59.2],51.931536678,45.453261083,59.179707392,,2025-04-15T15:49:27.583+02:00,1960,1960-01-01T00:00:00+01:00,1960-12-31T00:00:00+01:00
7571032,MDG_0000000001,COUNTRY,GRD,AMR,YEAR,Americas,SEX,1996,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.6 [14.2-17.0],15.58750165,14.206495606,17.04564424,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
7571041,MDG_0000000001,COUNTRY,NLD,EUR,YEAR,Europe,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.2 [10.0-10.4],10.185129935,9.952121825,10.415606213,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7571122,MDG_0000000001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,2006,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,85.7 [81.4-90.3],85.660552418,81.43212993,90.32925798,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7571721,MDG_0000000001,COUNTRY,GUY,AMR,YEAR,Americas,SEX,1954,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,103.3 [87.1-122.6],103.347303721,87.081606496,122.626411521,,2025-04-15T15:49:27.583+02:00,1954,1954-01-01T00:00:00+01:00,1954-12-31T00:00:00+01:00
7571755,MDG_0000000001,COUNTRY,TON,WPR,YEAR,Western Pacific,SEX,1966,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.3 [40.4-65.7],51.335691179,40.424062486,65.712904755,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
7571772,MDG_0000000001,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,61.3 [55.7-67.3],61.34723472,55.743259442,67.314512663,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7571921,MDG_0000000001,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,2009,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.7 [23.3-30.2],26.65961104,23.260993971,30.191191889,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7572009,MDG_0000000001,COUNTRY,COK,WPR,YEAR,Western Pacific,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.6 [7.5-14.9],10.58695944,7.483870361,14.854198738,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7572039,MDG_0000000001,COUNTRY,ZMB,AFR,YEAR,Africa,SEX,1979,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.4 [69.6-81.9],75.404241539,69.600170899,81.883915954,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7572103,MDG_0000000001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,1972,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,99.9 [90.8-109.8],99.920566786,90.791788602,109.802321582,,2025-04-15T15:49:27.583+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
7572550,MDG_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,2005,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.4 [65.6-82.5],73.402314104,65.610629446,82.542700475,,2025-04-15T15:49:27.583+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
7573347,MDG_0000000001,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.4 [5.1-5.7],5.372165898,5.088806861,5.667846641,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7573869,MDG_0000000001,COUNTRY,NER,AFR,YEAR,Africa,SEX,1976,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,159.0 [145.3-174.1],159.027928455,145.324594022,174.107736653,,2025-04-15T15:49:27.583+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
7573876,MDG_0000000001,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,SEX,1965,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,273.1 [245.0-303.7],273.075264445,244.97867683,303.725731104,,2025-04-15T15:49:27.583+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
7574553,MDG_0000000001,REGION,SEAR,,YEAR,,SEX,2002,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,57.9 [56.1-59.8],57.868559472,56.071686041,59.810717374,,2025-04-15T15:49:27.583+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7575115,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.6 [2.5-2.7],2.609516588,2.497841805,2.724965831,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7575448,MDG_0000000001,UNICEFREGION,UNICEFREGIONEECA,,YEAR,,SEX,1991,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.8 [37.7-40.2],38.806630618,37.654400528,40.155559869,,2025-04-15T15:49:27.583+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
7575460,MDG_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,SEX,1949,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,158.7 [140.3-180.0],158.657978655,140.327435087,179.95708697,,2025-04-15T15:49:27.583+02:00,1949,1949-01-01T00:00:00+01:00,1949-12-31T00:00:00+01:00
7575869,MDG_0000000001,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,1963,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,95.4 [88.0-103.6],95.406835204,87.956957334,103.575373119,,2025-04-15T15:49:27.583+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
7575896,MDG_0000000001,COUNTRY,BRN,WPR,YEAR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.9 [7.2-8.7],7.917177538,7.246837117,8.662328668,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7575909,MDG_0000000001,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.7 [39.0-49.0],43.740455186,38.987153103,48.956299275,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7576020,MDG_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,SEX,1959,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,234.3 [204.4-268.2],234.338616736,204.370745782,268.239061698,,2025-04-15T15:49:27.583+02:00,1959,1959-01-01T00:00:00+01:00,1959-12-31T00:00:00+01:00
7576061,MDG_0000000001,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.7 [4.4-5.1],4.689147407,4.364349099,5.051531948,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Qatar are from the vital registration system, with a rate of 3.6, 5.0 and 6.4 deaths per 1,000 live births for both sexes, respectively, in 2021.",2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7576105,MDG_0000000001,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2003,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.3 [10.1-12.8],11.336209046,10.058849563,12.788413141,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7576286,MDG_0000000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,1975,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.0 [40.3-57.1],47.998462495,40.284126209,57.06819907,,2025-04-15T15:49:27.583+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
7576569,MDG_0000000001,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,1969,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,129.0 [120.0-138.6],128.969597439,119.978531299,138.590229038,,2025-04-15T15:49:27.583+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
7576665,MDG_0000000001,COUNTRY,SSD,AFR,YEAR,Africa,SEX,2006,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,86.1 [70.6-104.8],86.068122645,70.613577177,104.793894108,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7577082,MDG_0000000001,COUNTRY,MWI,AFR,YEAR,Africa,SEX,1979,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,135.4 [126.2-144.9],135.358044195,126.202339662,144.850618237,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7577259,MDG_0000000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,1967,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,199.1 [180.1-219.5],199.130299296,180.141014017,219.452793577,,2025-04-15T15:49:27.583+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
7577573,MDG_0000000001,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,76.3 [56.7-100.6],76.286118638,56.671925336,100.609869172,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7577660,MDG_0000000001,COUNTRY,TUV,WPR,YEAR,Western Pacific,SEX,1984,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,53.9 [43.8-67.0],53.879620802,43.790125485,67.007057448,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
7578107,MDG_0000000001,UNSDGREGION,UNSDG_OCEANIAexAUSNZL,,YEAR,,SEX,2008,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.2 [37.1-48.3],42.170030367,37.145929195,48.286872187,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7578602,MDG_0000000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,1956,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,67.5 [65.6-69.5],67.534293313,65.579814012,69.451831877,,2025-04-15T15:49:27.583+02:00,1956,1956-01-01T00:00:00+01:00,1956-12-31T00:00:00+01:00
7578610,MDG_0000000001,COUNTRY,NRU,WPR,YEAR,Western Pacific,SEX,2004,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.3 [28.3-37.1],32.301768133,28.275695201,37.060799461,,2025-04-15T15:49:27.583+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7578820,MDG_0000000001,COUNTRY,ETH,AFR,YEAR,Africa,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,55.3 [49.2-62.2],55.30329347,49.194771673,62.245603523,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7578966,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2003,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.9 [2.7-3.0],2.865225279,2.73961921,3.002293714,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7579289,MDG_0000000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.5 [8.4-13.0],10.456709212,8.377629,13.025897124,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7579337,MDG_0000000001,COUNTRY,IDN,WPR,YEAR,Western Pacific,SEX,1973,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,102.3 [96.8-108.1],102.283392353,96.847042303,108.064632556,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
7579569,MDG_0000000001,COUNTRY,POL,EUR,YEAR,Europe,SEX,2007,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.0 [5.9-6.2],6.027723514,5.905688525,6.158575725,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7579903,MDG_0000000001,COUNTRY,TUR,EUR,YEAR,Europe,SEX,1980,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,108.6 [101.6-116.3],108.593568985,101.574215356,116.345715886,,2025-04-15T15:49:27.583+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
7580124,MDG_0000000001,COUNTRY,RUS,EUR,YEAR,Europe,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.9 [7.8-8.1],7.943455791,7.781909468,8.108400401,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7580127,MDG_0000000001,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,SEX,2007,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,74.1 [72.0-76.6],74.055660078,71.950209321,76.590162692,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
